"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Sjælland;2020-06-24;F;2;0;1;609;12496;2601
Syddanmark;2020-06-24;F;1;0;0;609;12497;2601
Hovedstaden;2020-06-24;M;6;0;1;609;12503;2602
Midtjylland;2020-06-24;M;1;0;0;609;12504;2602
Nordjylland;2020-06-24;M;10;0;4;609;12514;2606
Sjælland;2020-06-24;M;3;0;0;609;12517;2606
Syddanmark;2020-06-24;M;4;0;1;609;12521;2607
Hovedstaden;2020-06-25;F;12;0;0;609;12533;2607
Midtjylland;2020-06-25;F;3;0;0;609;12536;2607
Nordjylland;2020-06-25;F;2;0;0;609;12538;2607
Hovedstaden;2020-06-25;M;6;0;0;609;12544;2607
Midtjylland;2020-06-25;M;2;0;1;609;12546;2608
Nordjylland;2020-06-25;M;3;0;0;609;12549;2608
Sjælland;2020-06-25;M;1;0;1;609;12550;2609
Syddanmark;2020-06-25;M;1;0;0;609;12551;2609
Hovedstaden;2020-06-26;F;5;0;0;609;12556;2609
Midtjylland;2020-06-26;F;1;0;0;609;12557;2609
Nordjylland;2020-06-26;F;1;0;0;609;12558;2609
Syddanmark;2020-06-26;F;1;0;0;609;12559;2609
Hovedstaden;2020-06-26;M;7;0;2;609;12566;2611
Midtjylland;2020-06-26;M;2;0;0;609;12568;2611
Nordjylland;2020-06-26;M;1;0;0;609;12569;2611
Sjælland;2020-06-26;M;2;0;0;609;12571;2611
Hovedstaden;2020-06-27;F;1;0;0;609;12572;2611
Midtjylland;2020-06-27;F;1;0;1;609;12573;2612
Nordjylland;2020-06-27;F;4;0;1;609;12577;2613
Hovedstaden;2020-06-27;M;5;0;0;609;12582;2613
Midtjylland;2020-06-27;M;2;0;0;609;12584;2613
Nordjylland;2020-06-27;M;5;0;2;609;12589;2615
Hovedstaden;2020-06-28;F;3;0;0;609;12592;2615
Midtjylland;2020-06-28;F;2;0;0;609;12594;2615
Nordjylland;2020-06-28;F;1;0;0;609;12595;2615
Hovedstaden;2020-06-28;M;2;0;1;609;12597;2616
Midtjylland;2020-06-28;M;2;0;0;609;12599;2616
Syddanmark;2020-06-28;M;1;0;0;609;12600;2616
Hovedstaden;2020-06-29;F;11;0;0;609;12611;2616
Midtjylland;2020-06-29;F;1;0;0;609;12612;2616
Nordjylland;2020-06-29;F;1;0;0;609;12613;2616
Syddanmark;2020-06-29;F;2;0;0;609;12615;2616
Hovedstaden;2020-06-29;M;9;0;0;609;12624;2616
Nordjylland;2020-06-29;M;1;0;0;609;12625;2616
Sjælland;2020-06-29;M;2;0;0;609;12627;2616
Hovedstaden;2020-06-30;F;4;0;0;609;12631;2616
Midtjylland;2020-06-30;F;1;0;0;609;12632;2616
Nordjylland;2020-06-30;F;5;0;1;609;12637;2617
Sjælland;2020-06-30;F;2;0;0;609;12639;2617
Syddanmark;2020-06-30;F;1;0;0;609;12640;2617
Hovedstaden;2020-06-30;M;6;0;2;609;12646;2619
Midtjylland;2020-06-30;M;1;0;0;609;12647;2619
Nordjylland;2020-06-30;M;1;0;1;609;12648;2620
Sjælland;2020-06-30;M;2;0;0;609;12650;2620
Hovedstaden;2020-07-01;F;2;0;0;609;12652;2620
Nordjylland;2020-07-01;F;1;0;0;609;12653;2620
Hovedstaden;2020-07-01;M;4;0;1;609;12657;2621
Midtjylland;2020-07-01;M;2;0;0;609;12659;2621
Nordjylland;2020-07-01;M;1;0;0;609;12660;2621
Hovedstaden;2020-07-02;F;8;0;0;609;12668;2621
Midtjylland;2020-07-02;F;1;0;0;609;12669;2621
Hovedstaden;2020-07-02;M;6;1;1;610;12675;2622
Hovedstaden;2020-07-03;F;5;1;0;611;12680;2622
Nordjylland;2020-07-03;F;3;0;0;611;12683;2622
Hovedstaden;2020-07-03;M;6;0;0;611;12689;2622
Midtjylland;2020-07-03;M;1;0;0;611;12690;2622
Nordjylland;2020-07-03;M;2;0;0;611;12692;2622
Hovedstaden;2020-07-04;F;2;0;0;611;12694;2622
Hovedstaden;2020-07-04;M;8;0;0;611;12702;2622
Nordjylland;2020-07-04;M;1;0;0;611;12703;2622
Syddanmark;2020-07-04;M;2;0;0;611;12705;2622
Hovedstaden;2020-07-05;F;6;0;0;611;12711;2622
Hovedstaden;2020-07-05;M;2;0;0;611;12713;2622
Midtjylland;2020-07-05;M;1;0;0;611;12714;2622
Nordjylland;2020-07-05;M;1;0;0;611;12715;2622
Syddanmark;2020-07-05;M;1;0;1;611;12716;2623
Hovedstaden;2020-07-06;F;2;0;1;611;12718;2624
Nordjylland;2020-07-06;F;1;0;0;611;12719;2624
Hovedstaden;2020-07-06;M;3;0;0;611;12722;2624
Nordjylland;2020-07-06;M;1;0;0;611;12723;2624
Sjælland;2020-07-06;M;1;0;1;611;12724;2625
Syddanmark;2020-07-06;M;1;0;0;611;12725;2625
Hovedstaden;2020-07-07;F;1;0;0;611;12726;2625
Midtjylland;2020-07-07;F;1;0;0;611;12727;2625
Nordjylland;2020-07-07;F;1;0;0;611;12728;2625
Syddanmark;2020-07-07;F;1;0;0;611;12729;2625
Hovedstaden;2020-07-07;M;8;0;2;611;12737;2627
Nordjylland;2020-07-07;M;1;0;0;611;12738;2627
Hovedstaden;2020-07-08;F;10;0;1;611;12748;2628
Nordjylland;2020-07-08;F;3;0;1;611;12751;2629
Sjælland;2020-07-08;F;2;0;0;611;12753;2629
Hovedstaden;2020-07-08;M;9;0;0;611;12762;2629
Midtjylland;2020-07-08;M;1;0;0;611;12763;2629
Syddanmark;2020-07-08;M;1;0;1;611;12764;2630
Hovedstaden;2020-07-09;F;12;0;2;611;12776;2632
Midtjylland;2020-07-09;F;3;0;1;611;12779;2633
Nordjylland;2020-07-09;F;4;0;0;611;12783;2633
Sjælland;2020-07-09;F;5;0;1;611;12788;2634
Hovedstaden;2020-07-09;M;10;0;1;611;12798;2635
Midtjylland;2020-07-09;M;1;0;0;611;12799;2635
Nordjylland;2020-07-09;M;2;0;0;611;12801;2635
Sjælland;2020-07-09;M;4;0;0;611;12805;2635
Hovedstaden;2020-07-10;F;11;0;0;611;12816;2635
Nordjylland;2020-07-10;F;1;0;0;611;12817;2635
Sjælland;2020-07-10;F;1;0;0;611;12818;2635
Syddanmark;2020-07-10;F;1;0;0;611;12819;2635
Hovedstaden;2020-07-10;M;12;0;0;611;12831;2635
Nordjylland;2020-07-10;M;2;1;1;612;12833;2636
Sjælland;2020-07-10;M;3;0;0;612;12836;2636
Syddanmark;2020-07-10;M;2;0;0;612;12838;2636
Hovedstaden;2020-07-11;F;12;1;1;613;12850;2637
Sjælland;2020-07-11;F;1;0;0;613;12851;2637
Syddanmark;2020-07-11;F;2;0;0;613;12853;2637
Hovedstaden;2020-07-11;M;8;0;1;613;12861;2638
Sjælland;2020-07-11;M;1;0;0;613;12862;2638
Hovedstaden;2020-07-12;F;9;0;1;613;12871;2639
Nordjylland;2020-07-12;F;1;0;0;613;12872;2639
Sjælland;2020-07-12;F;1;0;0;613;12873;2639
Hovedstaden;2020-07-12;M;5;0;1;613;12878;2640
Midtjylland;2020-07-12;M;1;0;0;613;12879;2640
Nordjylland;2020-07-12;M;1;0;0;613;12880;2640
Sjælland;2020-07-12;M;4;0;0;613;12884;2640
Hovedstaden;2020-07-13;F;10;0;0;613;12894;2640
Midtjylland;2020-07-13;F;3;0;0;613;12897;2640
Sjælland;2020-07-13;F;7;0;3;613;12904;2643
Syddanmark;2020-07-13;F;1;0;0;613;12905;2643
Hovedstaden;2020-07-13;M;5;0;0;613;12910;2643
Midtjylland;2020-07-13;M;3;0;0;613;12913;2643
Sjælland;2020-07-13;M;2;0;0;613;12915;2643
Syddanmark;2020-07-13;M;1;0;0;613;12916;2643
Hovedstaden;2020-07-14;F;13;0;0;613;12929;2643
Midtjylland;2020-07-14;F;2;0;0;613;12931;2643
Sjælland;2020-07-14;F;2;0;0;613;12933;2643
Syddanmark;2020-07-14;F;2;0;0;613;12935;2643
Hovedstaden;2020-07-14;M;6;0;0;613;12941;2643
Midtjylland;2020-07-14;M;2;0;0;613;12943;2643
Nordjylland;2020-07-14;M;1;0;0;613;12944;2643
Sjælland;2020-07-14;M;3;0;0;613;12947;2643
Syddanmark;2020-07-14;M;2;0;0;613;12949;2643
Hovedstaden;2020-07-15;F;17;0;0;613;12966;2643
Midtjylland;2020-07-15;F;1;0;0;613;12967;2643
Nordjylland;2020-07-15;F;1;0;0;613;12968;2643
Sjælland;2020-07-15;F;2;0;0;613;12970;2643
Syddanmark;2020-07-15;F;1;0;0;613;12971;2643
Hovedstaden;2020-07-15;M;14;0;4;613;12985;2647
Midtjylland;2020-07-15;M;2;0;1;613;12987;2648
Nordjylland;2020-07-15;M;1;0;0;613;12988;2648
Sjælland;2020-07-15;M;2;0;1;613;12990;2649
Syddanmark;2020-07-15;M;1;0;0;613;12991;2649
Hovedstaden;2020-07-16;F;16;1;1;614;13007;2650
Midtjylland;2020-07-16;F;3;0;0;614;13010;2650
Sjælland;2020-07-16;F;3;0;0;614;13013;2650
Syddanmark;2020-07-16;F;4;0;0;614;13017;2650
Hovedstaden;2020-07-16;M;17;0;2;614;13034;2652
Midtjylland;2020-07-16;M;2;0;0;614;13036;2652
Sjælland;2020-07-16;M;6;0;0;614;13042;2652
Syddanmark;2020-07-16;M;1;0;0;614;13043;2652
Hovedstaden;2020-07-17;F;8;0;0;614;13051;2652
Midtjylland;2020-07-17;F;1;0;0;614;13052;2652
Nordjylland;2020-07-17;F;1;0;0;614;13053;2652
Sjælland;2020-07-17;F;5;0;0;614;13058;2652
Hovedstaden;2020-07-17;M;11;0;1;614;13069;2653
Nordjylland;2020-07-17;M;1;0;0;614;13070;2653
Sjælland;2020-07-17;M;5;0;0;614;13075;2653
Hovedstaden;2020-07-18;F;17;0;3;614;13092;2656
Sjælland;2020-07-18;F;7;0;0;614;13099;2656
Hovedstaden;2020-07-18;M;13;0;0;614;13112;2656
Sjælland;2020-07-18;M;6;0;1;614;13118;2657
Hovedstaden;2020-07-19;F;15;0;2;614;13133;2659
Nordjylland;2020-07-19;F;1;0;0;614;13134;2659
Sjælland;2020-07-19;F;3;0;0;614;13137;2659
Hovedstaden;2020-07-19;M;3;0;0;614;13140;2659
Midtjylland;2020-07-19;M;1;0;0;614;13141;2659
Nordjylland;2020-07-19;M;1;0;0;614;13142;2659
Sjælland;2020-07-19;M;4;0;1;614;13146;2660
Hovedstaden;2020-07-20;F;11;0;0;614;13157;2660
Midtjylland;2020-07-20;F;1;0;0;614;13158;2660
Sjælland;2020-07-20;F;4;0;0;614;13162;2660
Syddanmark;2020-07-20;F;1;0;0;614;13163;2660
Hovedstaden;2020-07-20;M;10;0;0;614;13173;2660
Midtjylland;2020-07-20;M;2;0;0;614;13175;2660
Sjælland;2020-07-20;M;3;0;0;614;13178;2660
Hovedstaden;2020-07-21;F;17;0;1;614;13195;2661
Nordjylland;2020-07-21;F;2;0;0;614;13197;2661
Sjælland;2020-07-21;F;3;0;0;614;13200;2661
Hovedstaden;2020-07-21;M;10;0;3;614;13210;2664
Midtjylland;2020-07-21;M;2;0;0;614;13212;2664
Nordjylland;2020-07-21;M;1;0;0;614;13213;2664
Sjælland;2020-07-21;M;1;0;0;614;13214;2664
Hovedstaden;2020-07-22;F;15;0;0;614;13229;2664
Nordjylland;2020-07-22;F;1;0;0;614;13230;2664
Sjælland;2020-07-22;F;1;0;0;614;13231;2664
Syddanmark;2020-07-22;F;1;0;0;614;13232;2664
Hovedstaden;2020-07-22;M;7;1;1;615;13239;2665
Nordjylland;2020-07-22;M;3;0;0;615;13242;2665
Sjælland;2020-07-22;M;5;0;0;615;13247;2665
Syddanmark;2020-07-22;M;1;0;1;615;13248;2666
Hovedstaden;2020-07-23;F;25;1;0;616;13273;2666
Midtjylland;2020-07-23;F;2;0;0;616;13275;2666
Nordjylland;2020-07-23;F;1;0;0;616;13276;2666
Sjælland;2020-07-23;F;2;0;0;616;13278;2666
Syddanmark;2020-07-23;F;4;0;0;616;13282;2666
Hovedstaden;2020-07-23;M;11;0;0;616;13293;2666
Nordjylland;2020-07-23;M;2;0;1;616;13295;2667
Sjælland;2020-07-23;M;3;0;1;616;13298;2668
Syddanmark;2020-07-23;M;1;0;0;616;13299;2668
Hovedstaden;2020-07-24;F;9;1;1;617;13308;2669
Midtjylland;2020-07-24;F;5;0;0;617;13313;2669
Sjælland;2020-07-24;F;1;0;0;617;13314;2669
Syddanmark;2020-07-24;F;2;0;1;617;13316;2670
Hovedstaden;2020-07-24;M;12;0;0;617;13328;2670
Midtjylland;2020-07-24;M;3;0;0;617;13331;2670
Nordjylland;2020-07-24;M;1;0;0;617;13332;2670
Sjælland;2020-07-24;M;1;0;0;617;13333;2670
Syddanmark;2020-07-24;M;2;0;1;617;13335;2671
Hovedstaden;2020-07-25;F;6;0;0;617;13341;2671
Midtjylland;2020-07-25;F;3;0;0;617;13344;2671
Sjælland;2020-07-25;F;5;0;0;617;13349;2671
Syddanmark;2020-07-25;F;2;0;0;617;13351;2671
Hovedstaden;2020-07-25;M;3;0;0;617;13354;2671
Midtjylland;2020-07-25;M;2;0;0;617;13356;2671
Nordjylland;2020-07-25;M;1;0;1;617;13357;2672
Sjælland;2020-07-25;M;4;1;2;618;13361;2674
Syddanmark;2020-07-25;M;1;0;0;618;13362;2674
Hovedstaden;2020-07-26;F;8;0;1;618;13370;2675
Midtjylland;2020-07-26;F;4;0;0;618;13374;2675
Nordjylland;2020-07-26;F;1;0;0;618;13375;2675
Sjælland;2020-07-26;F;2;0;1;618;13377;2676
Syddanmark;2020-07-26;F;3;0;0;618;13380;2676
Hovedstaden;2020-07-26;M;4;0;0;618;13384;2676
Syddanmark;2020-07-26;M;1;0;0;618;13385;2676
Hovedstaden;2020-07-27;F;9;0;1;618;13394;2677
Midtjylland;2020-07-27;F;3;0;0;618;13397;2677
Nordjylland;2020-07-27;F;1;0;0;618;13398;2677
Sjælland;2020-07-27;F;6;0;3;618;13404;2680
Syddanmark;2020-07-27;F;5;0;0;618;13409;2680
Hovedstaden;2020-07-27;M;14;0;0;618;13423;2680
Midtjylland;2020-07-27;M;3;0;0;618;13426;2680
Nordjylland;2020-07-27;M;1;0;0;618;13427;2680
Sjælland;2020-07-27;M;16;0;2;618;13443;2682
Syddanmark;2020-07-27;M;5;0;0;618;13448;2682
Hovedstaden;2020-07-28;F;6;0;0;618;13454;2682
Midtjylland;2020-07-28;F;8;0;1;618;13462;2683
Nordjylland;2020-07-28;F;2;0;0;618;13464;2683
Sjælland;2020-07-28;F;3;0;0;618;13467;2683
Syddanmark;2020-07-28;F;4;0;0;618;13471;2683
Hovedstaden;2020-07-28;M;24;0;0;618;13495;2683
Midtjylland;2020-07-28;M;4;0;0;618;13499;2683
Nordjylland;2020-07-28;M;2;0;0;618;13501;2683
Sjælland;2020-07-28;M;23;0;4;618;13524;2687
Syddanmark;2020-07-28;M;1;0;1;618;13525;2688
Hovedstaden;2020-07-29;F;8;0;1;618;13533;2689
Midtjylland;2020-07-29;F;4;0;1;618;13537;2690
Nordjylland;2020-07-29;F;1;0;1;618;13538;2691
Sjælland;2020-07-29;F;3;1;1;619;13541;2692
Syddanmark;2020-07-29;F;2;0;0;619;13543;2692
Hovedstaden;2020-07-29;M;14;0;1;619;13557;2693
Midtjylland;2020-07-29;M;6;0;2;619;13563;2695
Nordjylland;2020-07-29;M;4;0;0;619;13567;2695
Sjælland;2020-07-29;M;10;0;1;619;13577;2696
Syddanmark;2020-07-29;M;7;0;0;619;13584;2696
Hovedstaden;2020-07-30;F;12;0;0;619;13596;2696
Midtjylland;2020-07-30;F;14;0;0;619;13610;2696
Nordjylland;2020-07-30;F;2;0;0;619;13612;2696
Sjælland;2020-07-30;F;7;0;0;619;13619;2696
Syddanmark;2020-07-30;F;2;0;0;619;13621;2696
Hovedstaden;2020-07-30;M;14;0;1;619;13635;2697
Midtjylland;2020-07-30;M;7;0;1;619;13642;2698
Nordjylland;2020-07-30;M;2;0;0;619;13644;2698
Sjælland;2020-07-30;M;19;0;0;619;13663;2698
Syddanmark;2020-07-30;M;5;0;0;619;13668;2698
Hovedstaden;2020-07-31;F;9;0;0;619;13677;2698
Midtjylland;2020-07-31;F;5;0;0;619;13682;2698
Nordjylland;2020-07-31;F;2;0;0;619;13684;2698
Sjælland;2020-07-31;F;4;0;0;619;13688;2698
Syddanmark;2020-07-31;F;4;0;0;619;13692;2698
Hovedstaden;2020-07-31;M;4;0;0;619;13696;2698
Midtjylland;2020-07-31;M;13;0;2;619;13709;2700
Nordjylland;2020-07-31;M;1;0;0;619;13710;2700
Sjælland;2020-07-31;M;9;0;0;619;13719;2700
Syddanmark;2020-07-31;M;7;0;0;619;13726;2700
Hovedstaden;2020-08-01;F;4;0;0;619;13730;2700
Midtjylland;2020-08-01;F;7;1;1;620;13737;2701
Nordjylland;2020-08-01;F;1;0;0;620;13738;2701
Sjælland;2020-08-01;F;3;0;0;620;13741;2701
Syddanmark;2020-08-01;F;3;0;0;620;13744;2701
Hovedstaden;2020-08-01;M;6;0;0;620;13750;2701
Midtjylland;2020-08-01;M;22;0;0;620;13772;2701
Nordjylland;2020-08-01;M;4;0;0;620;13776;2701
Sjælland;2020-08-01;M;11;0;0;620;13787;2701
Syddanmark;2020-08-01;M;3;0;0;620;13790;2701
Hovedstaden;2020-08-02;F;12;0;0;620;13802;2701
Midtjylland;2020-08-02;F;14;0;0;620;13816;2701
Nordjylland;2020-08-02;F;2;0;0;620;13818;2701
Sjælland;2020-08-02;F;3;0;0;620;13821;2701
Syddanmark;2020-08-02;F;1;0;0;620;13822;2701
Hovedstaden;2020-08-02;M;9;0;0;620;13831;2701
Midtjylland;2020-08-02;M;25;0;2;620;13856;2703
Nordjylland;2020-08-02;M;4;0;0;620;13860;2703
Sjælland;2020-08-02;M;6;1;1;621;13866;2704
Syddanmark;2020-08-02;M;2;0;0;621;13868;2704
Hovedstaden;2020-08-03;F;9;0;0;621;13877;2704
Midtjylland;2020-08-03;F;24;0;1;621;13901;2705
Nordjylland;2020-08-03;F;3;0;0;621;13904;2705
Sjælland;2020-08-03;F;8;0;0;621;13912;2705
Syddanmark;2020-08-03;F;4;0;0;621;13916;2705
Hovedstaden;2020-08-03;M;12;0;0;621;13928;2705
Midtjylland;2020-08-03;M;29;0;2;621;13957;2707
Nordjylland;2020-08-03;M;2;0;0;621;13959;2707
Sjælland;2020-08-03;M;21;0;2;621;13980;2709
Syddanmark;2020-08-03;M;5;0;0;621;13985;2709
Hovedstaden;2020-08-04;F;14;0;0;621;13999;2709
Midtjylland;2020-08-04;F;21;0;0;621;14020;2709
Nordjylland;2020-08-04;F;3;0;0;621;14023;2709
Sjælland;2020-08-04;F;9;0;0;621;14032;2709
Syddanmark;2020-08-04;F;4;0;0;621;14036;2709
Hovedstaden;2020-08-04;M;11;0;1;621;14047;2710
Midtjylland;2020-08-04;M;38;0;1;621;14085;2711
Nordjylland;2020-08-04;M;1;0;0;621;14086;2711
Sjælland;2020-08-04;M;12;0;3;621;14098;2714
Syddanmark;2020-08-04;M;8;0;0;621;14106;2714
Hovedstaden;2020-08-05;F;14;0;0;621;14120;2714
Midtjylland;2020-08-05;F;25;0;2;621;14145;2716
Nordjylland;2020-08-05;F;2;0;0;621;14147;2716
Sjælland;2020-08-05;F;3;0;0;621;14150;2716
Syddanmark;2020-08-05;F;3;0;0;621;14153;2716
Hovedstaden;2020-08-05;M;15;0;1;621;14168;2717
Midtjylland;2020-08-05;M;41;0;2;621;14209;2719
Nordjylland;2020-08-05;M;2;0;0;621;14211;2719
Sjælland;2020-08-05;M;5;0;1;621;14216;2720
Syddanmark;2020-08-05;M;6;0;0;621;14222;2720
Hovedstaden;2020-08-06;F;13;0;2;621;14235;2722
Midtjylland;2020-08-06;F;37;0;1;621;14272;2723
Nordjylland;2020-08-06;F;3;0;0;621;14275;2723
Sjælland;2020-08-06;F;5;0;0;621;14280;2723
Syddanmark;2020-08-06;F;7;0;1;621;14287;2724
Hovedstaden;2020-08-06;M;22;0;2;621;14309;2726
Midtjylland;2020-08-06;M;49;0;1;621;14358;2727
Nordjylland;2020-08-06;M;1;0;0;621;14359;2727
Sjælland;2020-08-06;M;27;0;0;621;14386;2727
Syddanmark;2020-08-06;M;7;0;0;621;14393;2727
Hovedstaden;2020-08-07;F;13;0;1;621;14406;2728
Midtjylland;2020-08-07;F;46;0;2;621;14452;2730
Nordjylland;2020-08-07;F;2;0;0;621;14454;2730
Sjælland;2020-08-07;F;4;0;0;621;14458;2730
Syddanmark;2020-08-07;F;2;0;0;621;14460;2730
Hovedstaden;2020-08-07;M;7;0;0;621;14467;2730
Midtjylland;2020-08-07;M;60;0;0;621;14527;2730
Nordjylland;2020-08-07;M;2;0;0;621;14529;2730
Sjælland;2020-08-07;M;3;0;0;621;14532;2730
Syddanmark;2020-08-07;M;2;0;0;621;14534;2730
Hovedstaden;2020-08-08;F;11;0;0;621;14545;2730
Midtjylland;2020-08-08;F;26;1;2;622;14571;2732
Nordjylland;2020-08-08;F;1;0;0;622;14572;2732
Sjælland;2020-08-08;F;5;0;0;622;14577;2732
Syddanmark;2020-08-08;F;1;0;0;622;14578;2732
Hovedstaden;2020-08-08;M;8;0;0;622;14586;2732
Midtjylland;2020-08-08;M;31;0;1;622;14617;2733
Nordjylland;2020-08-08;M;1;0;0;622;14618;2733
Sjælland;2020-08-08;M;3;0;1;622;14621;2734
Syddanmark;2020-08-08;M;2;0;0;622;14623;2734
Hovedstaden;2020-08-09;F;14;0;0;622;14637;2734
Midtjylland;2020-08-09;F;32;0;0;622;14669;2734
Nordjylland;2020-08-09;F;5;0;0;622;14674;2734
Sjælland;2020-08-09;F;2;0;0;622;14676;2734
Syddanmark;2020-08-09;F;6;0;0;622;14682;2734
Hovedstaden;2020-08-09;M;27;0;0;622;14709;2734
Midtjylland;2020-08-09;M;33;0;1;622;14742;2735
Nordjylland;2020-08-09;M;4;0;0;622;14746;2735
Sjælland;2020-08-09;M;2;0;0;622;14748;2735
Syddanmark;2020-08-09;M;4;0;0;622;14752;2735
Hovedstaden;2020-08-10;F;17;0;0;622;14769;2735
Midtjylland;2020-08-10;F;37;0;0;622;14806;2735
Nordjylland;2020-08-10;F;2;0;0;622;14808;2735
Sjælland;2020-08-10;F;6;0;1;622;14814;2736
Syddanmark;2020-08-10;F;3;0;0;622;14817;2736
Hovedstaden;2020-08-10;M;26;0;1;622;14843;2737
Midtjylland;2020-08-10;M;43;0;1;622;14886;2738
Nordjylland;2020-08-10;M;5;0;0;622;14891;2738
Sjælland;2020-08-10;M;4;0;0;622;14895;2738
Syddanmark;2020-08-10;M;9;0;0;622;14904;2738
Hovedstaden;2020-08-11;F;19;0;1;622;14923;2739
Midtjylland;2020-08-11;F;26;0;1;622;14949;2740
Nordjylland;2020-08-11;F;2;0;0;622;14951;2740
Sjælland;2020-08-11;F;7;0;0;622;14958;2740
Syddanmark;2020-08-11;F;5;0;0;622;14963;2740
Hovedstaden;2020-08-11;M;21;0;1;622;14984;2741
Midtjylland;2020-08-11;M;41;0;1;622;15025;2742
Sjælland;2020-08-11;M;11;0;2;622;15036;2744
Syddanmark;2020-08-11;M;4;0;0;622;15040;2744
Hovedstaden;2020-08-12;F;22;0;4;622;15062;2748
Midtjylland;2020-08-12;F;33;0;2;622;15095;2750
Nordjylland;2020-08-12;F;9;0;0;622;15104;2750
Sjælland;2020-08-12;F;1;0;0;622;15105;2750
Syddanmark;2020-08-12;F;3;0;0;622;15108;2750
Hovedstaden;2020-08-12;M;26;0;0;622;15134;2750
Midtjylland;2020-08-12;M;48;0;0;622;15182;2750
Nordjylland;2020-08-12;M;10;0;2;622;15192;2752
Sjælland;2020-08-12;M;4;0;1;622;15196;2753
Syddanmark;2020-08-12;M;4;0;0;622;15200;2753
Hovedstaden;2020-08-13;F;14;0;0;622;15214;2753
Midtjylland;2020-08-13;F;30;0;0;622;15244;2753
Nordjylland;2020-08-13;F;3;0;1;622;15247;2754
Sjælland;2020-08-13;F;1;0;0;622;15248;2754
Syddanmark;2020-08-13;F;4;0;0;622;15252;2754
Hovedstaden;2020-08-13;M;20;0;0;622;15272;2754
Midtjylland;2020-08-13;M;30;0;0;622;15302;2754
Nordjylland;2020-08-13;M;5;1;1;623;15307;2755
Sjælland;2020-08-13;M;1;0;0;623;15308;2755
Syddanmark;2020-08-13;M;8;0;0;623;15316;2755
Hovedstaden;2020-08-14;F;25;0;0;623;15341;2755
Midtjylland;2020-08-14;F;14;0;0;623;15355;2755
Nordjylland;2020-08-14;F;5;0;0;623;15360;2755
Sjælland;2020-08-14;F;3;0;0;623;15363;2755
Syddanmark;2020-08-14;F;3;0;0;623;15366;2755
Hovedstaden;2020-08-14;M;23;1;2;624;15389;2757
Midtjylland;2020-08-14;M;16;0;1;624;15405;2758
Nordjylland;2020-08-14;M;3;0;0;624;15408;2758
Sjælland;2020-08-14;M;11;0;0;624;15419;2758
Syddanmark;2020-08-14;M;7;0;0;624;15426;2758
Hovedstaden;2020-08-15;F;13;0;0;624;15439;2758
Midtjylland;2020-08-15;F;46;0;3;624;15485;2761
Nordjylland;2020-08-15;F;5;0;0;624;15490;2761
Sjælland;2020-08-15;F;4;0;1;624;15494;2762
Syddanmark;2020-08-15;F;7;0;1;624;15501;2763
Hovedstaden;2020-08-15;M;13;0;0;624;15514;2763
Midtjylland;2020-08-15;M;32;0;0;624;15546;2763
Nordjylland;2020-08-15;M;1;0;0;624;15547;2763
Sjælland;2020-08-15;M;2;0;0;624;15549;2763
Syddanmark;2020-08-15;M;3;0;0;624;15552;2763
Hovedstaden;2020-08-16;F;15;0;0;624;15567;2763
Midtjylland;2020-08-16;F;17;0;1;624;15584;2764
Nordjylland;2020-08-16;F;4;0;0;624;15588;2764
Sjælland;2020-08-16;F;4;0;0;624;15592;2764
Syddanmark;2020-08-16;F;4;0;0;624;15596;2764
Hovedstaden;2020-08-16;M;15;0;1;624;15611;2765
Midtjylland;2020-08-16;M;15;0;0;624;15626;2765
Nordjylland;2020-08-16;M;6;1;1;625;15632;2766
Sjælland;2020-08-16;M;3;0;0;625;15635;2766
Syddanmark;2020-08-16;M;7;0;0;625;15642;2766
Hovedstaden;2020-08-17;F;9;0;1;625;15651;2767
Midtjylland;2020-08-17;F;26;0;0;625;15677;2767
Nordjylland;2020-08-17;F;4;0;0;625;15681;2767
Sjælland;2020-08-17;F;3;0;1;625;15684;2768
Syddanmark;2020-08-17;F;5;0;0;625;15689;2768
Hovedstaden;2020-08-17;M;20;0;0;625;15709;2768
Midtjylland;2020-08-17;M;17;0;1;625;15726;2769
Nordjylland;2020-08-17;M;4;0;0;625;15730;2769
Sjælland;2020-08-17;M;3;0;0;625;15733;2769
Syddanmark;2020-08-17;M;5;0;0;625;15738;2769
Hovedstaden;2020-08-18;F;16;1;2;626;15754;2771
Midtjylland;2020-08-18;F;19;0;0;626;15773;2771
Nordjylland;2020-08-18;F;4;0;0;626;15777;2771
Sjælland;2020-08-18;F;8;0;1;626;15785;2772
Syddanmark;2020-08-18;F;4;0;0;626;15789;2772
Hovedstaden;2020-08-18;M;24;0;0;626;15813;2772
Midtjylland;2020-08-18;M;22;0;0;626;15835;2772
Nordjylland;2020-08-18;M;3;1;1;627;15838;2773
Sjælland;2020-08-18;M;6;0;0;627;15844;2773
Syddanmark;2020-08-18;M;6;0;0;627;15850;2773
Hovedstaden;2020-08-19;F;11;0;1;627;15861;2774
Midtjylland;2020-08-19;F;12;0;0;627;15873;2774
Nordjylland;2020-08-19;F;6;0;0;627;15879;2774
Sjælland;2020-08-19;F;1;0;0;627;15880;2774
Syddanmark;2020-08-19;F;7;1;1;628;15887;2775
