"Test";"Test1";
2020-04-02;0;0;0;0;0;0;0;0;527;124;146;0;0;0;0;0;0;0;0;0;0;0;0;
2020-04-03;0;0;0;0;0;0;0;0;511;121;139;50;-16;-3;-7;0;0;0;0;0;0;0;0;
2020-04-04;0;0;0;0;0;0;0;0;498;115;137;57;-13;-6;-2;0;0;0;0;0;0;0;0;
2020-04-05;0;0;0;0;0;0;0;0;490;111;138;39;-8;-4;1;0;0;0;0;0;0;0;0;
2020-04-06;0;0;0;0;0;0;0;0;488;110;133;38;-2;-1;-5;0;0;0;0;0;0;0;0;
